age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
38,Early Bird,Moderate,Temperate,Asian,Sour
59,Night Owl,Light,Temperate,Asian,Sweet
30,Early Bird,Moderate,Temperate,Mixed,Sour
66,Irregular,Light,Tropical,Asian,Sweet
58,Early Bird,Moderate,Temperate,Asian,Sour
34,Irregular,Heavy,Temperate,Mediterranean,Salty
26,,Light,Dry,,Sweet
,Night Owl,Heavy,Dry,Asian,Sweet
18,Night Owl,Light,Tropical,Mediterranean,Spicy
19,Night Owl,Moderate,Dry,Asian,Sweet
65,,Heavy,,Mixed,Sweet
,Early Bird,Heavy,Cold,Mediterranean,Salty
50,Night Owl,Light,Temperate,,Sweet
27,,Light,Tropical,Asian,Spicy
67,Night Owl,Light,Dry,Mediterranean,Sweet
57,Night Owl,,Cold,Mixed,Sour
,Irregular,Moderate,Dry,Mediterranean,Salty
45,Early Bird,Light,Tropical,Mixed,Sweet
28,Irregular,Moderate,Cold,Mediterranean,Sour
,Night Owl,Light,Dry,Asian,Sweet
25,Early Bird,Moderate,Cold,Mediterranean,Sour
39,Night Owl,Light,Temperate,Mediterranean,Sweet
25,Irregular,,Temperate,Mixed,Sour
,Early Bird,Heavy,Cold,Mediterranean,Salty
32,Irregular,,Dry,Mixed,Sour
,Night Owl,Light,Dry,Mediterranean,Sweet
40,Night Owl,Heavy,Dry,Asian,Sweet
41,Night Owl,Light,Temperate,Mediterranean,Sweet
62,Early Bird,Light,Tropical,Asian,Sweet
,Irregular,Heavy,Tropical,Mixed,Sour
22,,Heavy,Cold,Mixed,Sour
49,Night Owl,Moderate,Dry,Mixed,Sour
61,Irregular,Heavy,Cold,Mixed,Salty
18,Early Bird,Heavy,,Mediterranean,Sweet
40,Night Owl,Light,Tropical,Mediterranean,Sweet
54,Night Owl,,,Mediterranean,Sour
25,Night Owl,Light,Cold,Asian,Spicy
30,Early Bird,Heavy,Dry,Mediterranean,Sour
25,Night Owl,Heavy,Tropical,Asian,Spicy
40,Night Owl,Moderate,Tropical,Asian,Sweet
60,Night Owl,Heavy,Dry,Mediterranean,Sour
18,Night Owl,Heavy,Cold,Asian,Sweet
62,,Light,Temperate,Mixed,Sour
68,Night Owl,Light,Dry,Mediterranean,Sweet
41,,Moderate,Tropical,Mediterranean,Sour
52,Night Owl,Heavy,Temperate,Asian,Sweet
41,Night Owl,,Dry,Mediterranean,Sweet
34,Irregular,Heavy,Temperate,Mediterranean,Salty
22,Night Owl,Moderate,Dry,Asian,Sweet
37,,Light,Tropical,Mediterranean,Sweet
38,Early Bird,Light,Dry,Mediterranean,Sour
57,Irregular,Moderate,Temperate,Mediterranean,Salty
48,Night Owl,,Cold,Asian,Sweet
63,Early Bird,Light,Tropical,Mediterranean,Sweet
53,Night Owl,Light,Tropical,Mediterranean,Sweet
28,Irregular,,Temperate,Mediterranean,Sour
69,Early Bird,Moderate,Dry,Mixed,Salty
32,Early Bird,Moderate,Dry,Mediterranean,Salty
36,Irregular,Heavy,Dry,Asian,Sour
24,Irregular,,Tropical,Mixed,Sweet
68,Early Bird,Heavy,Tropical,Asian,Sweet
45,Early Bird,Moderate,Temperate,Mediterranean,Salty
68,Irregular,Light,Dry,,Sour
60,Night Owl,Heavy,Dry,Mediterranean,Sour
22,Early Bird,Moderate,Temperate,Mixed,Sour
22,Irregular,,Tropical,,Sweet
47,Night Owl,Light,Tropical,Asian,Spicy
49,Early Bird,Light,,Mixed,Sour
25,Early Bird,Moderate,Cold,Asian,Sweet
27,Irregular,Light,Dry,Asian,Sweet
,Night Owl,Moderate,Tropical,Asian,Sweet
64,Early Bird,Moderate,Dry,Asian,Sour
49,Night Owl,,,Asian,Sweet
65,Night Owl,Moderate,Cold,Mediterranean,Sour
45,Early Bird,Light,Temperate,,Sweet
,Night Owl,Light,Tropical,Asian,Spicy
48,Early Bird,Light,Cold,Mediterranean,Sour
25,Night Owl,Light,Cold,Mixed,Sweet
57,Early Bird,Moderate,Tropical,Mediterranean,Sour
42,Irregular,Moderate,Dry,Mixed,Salty
,Early Bird,Light,Tropical,Asian,Spicy
19,Early Bird,Heavy,Cold,Mediterranean,Sour
32,Early Bird,Heavy,Tropical,Mixed,Sour
,Night Owl,,Temperate,Mixed,Sour
20,,Light,Dry,Mediterranean,Sweet
66,Night Owl,Moderate,Tropical,Mediterranean,Sweet
53,Night Owl,Moderate,Cold,Mediterranean,Sour
21,Early Bird,Heavy,Cold,Mediterranean,Sour
31,Night Owl,Heavy,Dry,Mediterranean,Sour
58,Early Bird,Moderate,Tropical,Asian,Sweet
58,Irregular,Heavy,Cold,,Sour
42,Night Owl,,Dry,Mediterranean,Sour
67,Night Owl,Moderate,Temperate,Mediterranean,Sour
27,Night Owl,Heavy,Dry,Asian,Sweet
38,Early Bird,Heavy,Tropical,Mixed,Sour
53,Early Bird,Light,Tropical,Asian,Sweet
,Night Owl,Heavy,Cold,Mediterranean,Sweet
44,Night Owl,Light,Temperate,Mixed,Sweet
57,Irregular,,Tropical,Mediterranean,Sour
19,Irregular,Light,Cold,Mixed,Sweet
30,Irregular,Moderate,Dry,Mediterranean,Sour
49,Irregular,,,Asian,Sweet
48,Irregular,,Tropical,Mediterranean,Sweet
33,Early Bird,Light,Temperate,Asian,Sweet
49,Irregular,Heavy,Cold,Mixed,Salty
49,Irregular,Heavy,Tropical,Asian,Sweet
51,,Heavy,Cold,Mixed,Sour
28,Early Bird,Heavy,Dry,Mediterranean,Sour
27,Irregular,Heavy,Cold,Asian,Sweet
32,,Light,Dry,Mixed,Sour
,Irregular,Heavy,Temperate,Mixed,Salty
57,Night Owl,Moderate,Temperate,Mixed,Sour
35,Night Owl,Light,Dry,Mixed,Sweet
26,Night Owl,Light,Tropical,Mediterranean,Spicy
42,Irregular,Moderate,Dry,Mediterranean,Salty
,Night Owl,Heavy,Cold,Mediterranean,Sour
31,Irregular,Moderate,Cold,Mixed,Salty
42,Early Bird,Light,Cold,Mediterranean,Sour
67,Irregular,Light,Tropical,Mixed,Sweet
39,Night Owl,Light,Temperate,Mixed,Sweet
69,Early Bird,Moderate,Temperate,Mixed,Salty
47,,Heavy,Cold,Asian,Sour
37,Early Bird,Light,Tropical,Mediterranean,Sweet
38,Early Bird,Heavy,Cold,Mediterranean,Salty
61,Early Bird,Light,Temperate,Asian,Sweet
49,Irregular,Heavy,Dry,Asian,Sour
68,Night Owl,Moderate,Cold,Asian,Sweet
63,Irregular,Light,Cold,Asian,Sweet
66,Night Owl,Light,Cold,Mixed,Sweet
38,Irregular,Light,Temperate,Mediterranean,Sour
52,Irregular,Moderate,Tropical,Mediterranean,Sour
49,Irregular,,Dry,Mediterranean,Salty
,Night Owl,Heavy,Dry,Mixed,Sour
56,Irregular,Moderate,Dry,Mediterranean,Salty
66,Early Bird,Light,Cold,Asian,Sweet
29,Irregular,Heavy,Temperate,Mediterranean,Sour
58,Early Bird,Moderate,Dry,Mediterranean,Salty
64,Night Owl,Heavy,Cold,Mixed,Sour
35,Night Owl,Heavy,Tropical,Asian,Sweet
38,Irregular,Heavy,Cold,Asian,Sour
30,Irregular,Light,Dry,Asian,Sweet
38,Irregular,Light,Dry,Mediterranean,Sour
25,Early Bird,Moderate,Tropical,Asian,Sweet
,Night Owl,Light,Temperate,Asian,Sweet
57,Early Bird,Heavy,Tropical,Mediterranean,Sour
63,Early Bird,Heavy,Tropical,Mixed,Sour
,Irregular,Light,Dry,Mediterranean,Sweet
40,,Heavy,Dry,Mixed,Salty
61,Early Bird,Light,Temperate,Mixed,Sour
49,Early Bird,,Dry,Asian,Sour
28,Irregular,Moderate,Tropical,Asian,Sweet
39,Irregular,Moderate,Tropical,Mediterranean,Sour
39,Early Bird,Light,Temperate,Mixed,Sour
60,Irregular,Light,Dry,Mediterranean,Sour
42,Irregular,Light,Dry,Asian,Sweet
39,Early Bird,Light,Tropical,Mixed,Sweet
45,Early Bird,Light,Tropical,Asian,Sweet
46,Night Owl,Heavy,,Asian,Sweet
30,Early Bird,Moderate,Cold,Asian,Sweet
35,Irregular,Heavy,Tropical,Mixed,Sour
19,Early Bird,Moderate,Tropical,Mixed,Sweet
46,Early Bird,Heavy,Tropical,Asian,Sweet
38,,Heavy,Temperate,Mixed,Salty
,Night Owl,Heavy,Dry,,Sweet
,Night Owl,Light,Dry,Asian,Sweet
44,Irregular,Moderate,Dry,Asian,Sour
67,Night Owl,Light,Tropical,Mixed,Sweet
48,Early Bird,Light,,,Sour
32,Night Owl,Heavy,Dry,Mediterranean,Sour
,Early Bird,Moderate,Dry,Mixed,Salty
40,Night Owl,Moderate,Temperate,Mixed,Sour
,Night Owl,Moderate,Temperate,Asian,Sweet
61,Night Owl,Moderate,,Asian,Sweet
30,Early Bird,Light,Dry,Mediterranean,Sweet
,Night Owl,Light,Tropical,Asian,Spicy
60,Early Bird,Moderate,Tropical,Mediterranean,Sour
54,Early Bird,,Tropical,Mediterranean,Sweet
50,,Moderate,Tropical,Mixed,Sour
20,Night Owl,Light,Tropical,Mixed,Spicy
36,Irregular,Heavy,Tropical,Mixed,Sour
40,Irregular,Heavy,Temperate,Mediterranean,Salty
46,,,Cold,Mixed,Salty
47,Night Owl,Moderate,Temperate,Mediterranean,Sour
56,Early Bird,,Tropical,Mixed,Sweet
61,Early Bird,Moderate,Cold,Mediterranean,Salty
64,Night Owl,,Cold,Asian,Sweet
,Early Bird,,Dry,Asian,Sweet
54,Night Owl,Moderate,Tropical,Mediterranean,Sweet
64,Night Owl,Moderate,Tropical,Mediterranean,Sweet
25,Early Bird,,Temperate,Asian,Sweet
59,,Heavy,Cold,Mediterranean,Salty
33,Irregular,Heavy,Cold,Mediterranean,Salty
25,Early Bird,Moderate,Tropical,Asian,Sweet
18,Night Owl,Light,Dry,Mediterranean,Sweet
61,Irregular,,Tropical,Mixed,Sour
22,Night Owl,Moderate,Cold,Asian,Sweet
20,Irregular,Heavy,Dry,Mixed,Sour
18,Early Bird,Light,Dry,Mediterranean,Sweet
,Early Bird,,Cold,,Sweet
57,Early Bird,Light,Tropical,Mixed,Sweet
52,Night Owl,Light,,Mediterranean,Sweet
49,Irregular,Light,Tropical,Mediterranean,Sweet
59,Night Owl,Light,Temperate,,Sweet
51,Irregular,Moderate,Temperate,Mediterranean,Salty
60,Early Bird,Heavy,Dry,Asian,Sour
42,Night Owl,Light,Tropical,Mixed,Sweet
27,Early Bird,Heavy,Temperate,Mixed,Sour
38,Night Owl,Heavy,Dry,Mixed,Sour
63,Early Bird,Moderate,Cold,Mixed,Salty
56,Night Owl,Light,Cold,Asian,Sweet
44,Night Owl,Light,Tropical,Mixed,Sweet
44,Irregular,Moderate,Cold,Mixed,Salty
19,Early Bird,Moderate,Cold,Mediterranean,Sour
58,Irregular,Moderate,Cold,Mixed,Salty
65,Irregular,,Dry,Mediterranean,Salty
30,Early Bird,Moderate,Cold,Mixed,Sour
26,Night Owl,Heavy,Cold,Mixed,Sweet
,,Moderate,Dry,Asian,Sour
53,,Light,Temperate,Mediterranean,Sour
,Night Owl,Light,Dry,,Sweet
59,Irregular,Moderate,,Mediterranean,Salty
43,,,Dry,Mixed,Salty
29,Irregular,Moderate,Tropical,Asian,Sweet
34,Night Owl,Moderate,Cold,Mediterranean,Sour
,,Moderate,Temperate,Mediterranean,Salty
31,Night Owl,Light,Dry,Asian,Sweet
51,Irregular,Heavy,Temperate,Mediterranean,Salty
37,Early Bird,Moderate,Temperate,,Salty
28,Irregular,Moderate,Cold,,Sour
33,,Moderate,Temperate,Mixed,Salty
68,Early Bird,Light,Dry,,Sour
48,Early Bird,Light,Tropical,Asian,Sweet
23,Night Owl,Heavy,Tropical,Mixed,Sweet
36,Early Bird,Heavy,Cold,Mediterranean,Salty
54,Irregular,Heavy,Dry,Mixed,Salty
21,Night Owl,Heavy,Dry,Asian,Sweet
64,Early Bird,Light,Tropical,Mediterranean,Sweet
21,Night Owl,Heavy,Dry,Mediterranean,Sweet
37,Night Owl,Moderate,Temperate,Mixed,Sour
27,Night Owl,Light,,Asian,Spicy
41,Irregular,Light,,Asian,Sweet
52,Early Bird,Light,Cold,Mediterranean,Sour
43,Night Owl,Moderate,Temperate,Mixed,Sour
54,Night Owl,Light,Tropical,Mediterranean,Sweet
55,Night Owl,Moderate,Dry,Mediterranean,Sour
,Early Bird,Heavy,Dry,Mixed,Salty
57,Night Owl,Light,Temperate,Asian,Sweet
56,Night Owl,Moderate,Tropical,,Sweet
38,Irregular,Light,Cold,Mediterranean,Sour
27,Early Bird,Heavy,Tropical,Mixed,Sweet
55,Irregular,Light,Dry,Mixed,Sour
,Early Bird,Heavy,,Mediterranean,Sour
21,Early Bird,Light,Tropical,Asian,Spicy
62,Early Bird,Moderate,Dry,Mixed,Salty
37,,Heavy,Dry,Mediterranean,Salty
34,,Light,Cold,Asian,Sweet
24,Irregular,Heavy,Tropical,Mixed,Sweet
21,Irregular,Heavy,,Mixed,Sour
46,Night Owl,Moderate,Temperate,Mediterranean,Sour
31,Night Owl,Moderate,,Mixed,Sour
20,Night Owl,Moderate,Cold,,Sweet
41,Early Bird,Moderate,Cold,Mixed,Salty
54,Night Owl,Heavy,Temperate,Asian,Sweet
33,Early Bird,,Cold,,Sour
69,Irregular,Light,Tropical,Mixed,Sweet
21,Early Bird,Light,Cold,Mediterranean,Sweet
41,Early Bird,Light,,Mixed,Sour
51,Night Owl,Moderate,Cold,Mediterranean,Sour
47,Irregular,,Temperate,Mixed,Salty
35,Irregular,Heavy,Cold,Asian,Sour
36,Night Owl,Light,Dry,Mediterranean,Sweet
48,Irregular,Light,Temperate,Asian,Sweet
,Irregular,Heavy,Cold,Asian,Sour
66,Irregular,Moderate,Tropical,Asian,Sweet
63,Night Owl,Light,Temperate,Mixed,Sweet
36,Irregular,Light,,Mediterranean,Sour
39,Early Bird,Heavy,Cold,Asian,Sour
41,Early Bird,Heavy,Dry,Mediterranean,Salty
,Irregular,,Dry,Mediterranean,Sour
29,Night Owl,Light,Cold,Asian,Spicy
47,Night Owl,Moderate,Cold,Mixed,Sour
55,Night Owl,Moderate,Tropical,Asian,Sweet
48,Irregular,Moderate,Cold,Asian,Sour
53,Irregular,Moderate,Temperate,,Salty
36,Early Bird,,Cold,Mixed,Sour
65,Night Owl,Light,Tropical,Mediterranean,Sweet
62,Early Bird,Light,Cold,Mixed,Sour
53,Early Bird,Moderate,Cold,Asian,Sour
47,Night Owl,Light,Temperate,Mixed,Sweet
66,Irregular,Heavy,Dry,Mediterranean,Salty
,Irregular,Moderate,Cold,Asian,Sour
35,Early Bird,Heavy,Tropical,Mixed,Sour
69,Early Bird,Moderate,Cold,Mixed,Salty
66,Early Bird,Light,Cold,Mediterranean,Sour
45,Early Bird,Moderate,Temperate,Mixed,Salty
64,Night Owl,Heavy,Dry,Asian,Sweet
28,Early Bird,Moderate,Dry,,Sour
62,Early Bird,Heavy,Dry,Mediterranean,Salty
50,Irregular,Light,Cold,Mixed,Sour
34,Irregular,Heavy,Temperate,Asian,Sour
23,Irregular,Light,,Asian,Sweet
21,Night Owl,Heavy,Cold,Mixed,Sweet
37,Night Owl,Light,Temperate,Mixed,Sweet
65,Irregular,Heavy,Dry,Asian,Sour
64,Irregular,Light,Temperate,Mediterranean,Sour
44,Early Bird,,Cold,Asian,Sweet
32,Early Bird,Light,Cold,Mixed,Sour
23,Night Owl,Heavy,Tropical,Mixed,Sweet
64,Night Owl,Heavy,,Mediterranean,Sweet
31,Early Bird,Light,Temperate,Asian,Sweet
28,Irregular,Moderate,Temperate,Asian,Sweet
56,Early Bird,Light,Cold,,Sour
26,Night Owl,Moderate,Tropical,Asian,Spicy
43,Night Owl,Light,Tropical,Mediterranean,Sweet
33,Early Bird,Heavy,Dry,Asian,Sour
22,Early Bird,Moderate,Dry,,Sour
69,Early Bird,Heavy,Cold,Mediterranean,Salty
27,Night Owl,Moderate,Cold,Mediterranean,Sweet
67,Irregular,Moderate,Cold,Mixed,Salty
20,Early Bird,Moderate,Cold,Mixed,Sour
30,Night Owl,Moderate,Tropical,Mixed,Sweet
60,Night Owl,Heavy,Cold,Asian,Sweet
66,Night Owl,Moderate,Cold,Mediterranean,Sour
,Early Bird,Light,Tropical,Asian,Sweet
62,Early Bird,Light,Dry,Asian,Sweet
23,Irregular,Moderate,Cold,Mediterranean,Sour
,Night Owl,Heavy,Dry,Mixed,Sour
62,Early Bird,,Tropical,Asian,Sweet
68,Night Owl,,Dry,Asian,Sweet
,Night Owl,Heavy,Tropical,Asian,Sweet
59,Irregular,Heavy,Cold,Mixed,Salty
52,Early Bird,,Dry,Mediterranean,Salty
63,Early Bird,Moderate,Cold,Mediterranean,Salty
43,Night Owl,Light,Temperate,Asian,Sweet
68,Night Owl,Light,Temperate,Mediterranean,Sweet
22,Irregular,Light,Dry,Mixed,Sweet
46,Irregular,Light,,Mediterranean,Sweet
54,Irregular,Light,Dry,Asian,Sweet
37,Irregular,Heavy,Tropical,Asian,Sweet
66,Irregular,Heavy,Temperate,Mediterranean,Salty
38,Irregular,Heavy,Tropical,Asian,Sweet
27,Night Owl,Moderate,Temperate,Mixed,Sweet
22,Irregular,Heavy,Dry,Mixed,Sour
53,Night Owl,Light,Cold,Mixed,Sweet
23,Night Owl,,Cold,Mixed,Sweet
43,,Light,Cold,Asian,Sweet
21,Night Owl,Heavy,Tropical,Asian,Spicy
,Night Owl,,Cold,Mediterranean,Sweet
,Irregular,Heavy,Tropical,Asian,Sweet
67,Night Owl,,Cold,Mediterranean,Sweet
52,Irregular,Light,Tropical,Asian,Sweet
18,Irregular,Moderate,Tropical,Mediterranean,Sweet
,Irregular,Heavy,Temperate,Mediterranean,Salty
53,Early Bird,Light,Temperate,Mixed,Sour
23,Irregular,Heavy,Dry,Mediterranean,Sour
58,Night Owl,Light,,Mediterranean,Sweet
63,Irregular,Moderate,Tropical,Mediterranean,Sour
61,Irregular,Moderate,Temperate,,Salty
48,Irregular,Moderate,Temperate,Mediterranean,Salty
37,Early Bird,Moderate,Temperate,Mixed,Salty
,Night Owl,Light,,Mediterranean,Sweet
42,Early Bird,Heavy,Tropical,Mediterranean,Sour
53,Night Owl,,Dry,Mediterranean,Sour
38,Early Bird,Moderate,Temperate,Asian,Sour
47,Night Owl,Moderate,Temperate,Asian,Sweet
41,Early Bird,Heavy,Tropical,Mixed,Sour
61,Irregular,Light,Dry,Mediterranean,Sour
59,Early Bird,,Dry,Mediterranean,Sour
47,Early Bird,,Tropical,Asian,Sweet
39,Irregular,Light,Temperate,Mediterranean,Sour
45,Irregular,Heavy,Dry,Mixed,Salty
24,Night Owl,Heavy,Dry,Mediterranean,Sweet
52,Night Owl,Heavy,Temperate,Mixed,Sour
45,Night Owl,Moderate,Dry,Asian,Sweet
31,Early Bird,Heavy,Temperate,Mixed,Salty
27,Night Owl,Light,Dry,Mixed,Sweet
,,Heavy,Dry,Mixed,Salty
33,Early Bird,,Tropical,Mixed,Sour
48,Night Owl,Light,Dry,Mixed,Sweet
59,Night Owl,Heavy,Temperate,Mixed,Sour
42,Early Bird,Light,Dry,,Sour
30,Irregular,Light,Tropical,Mixed,Sweet
23,Irregular,Heavy,Dry,Mixed,Sour
61,Early Bird,Heavy,Cold,Asian,Sour
26,Night Owl,Moderate,Temperate,Mixed,Sweet
,Early Bird,Heavy,Cold,Mixed,Salty
53,Early Bird,Heavy,Tropical,Mediterranean,Sour
60,Night Owl,Heavy,Cold,Mediterranean,Sour
37,Irregular,Light,Dry,Mediterranean,Sour
35,Early Bird,Moderate,Temperate,Mixed,Salty
60,Irregular,Light,Cold,Asian,Sweet
38,Irregular,Heavy,Dry,Asian,Sour
21,Night Owl,Moderate,,Mediterranean,Sweet
67,Early Bird,Heavy,Dry,Mediterranean,Salty
50,Early Bird,Light,Dry,Mixed,Sour
44,Irregular,Light,Cold,Asian,Sweet
24,,Heavy,Tropical,Asian,Sweet
,Night Owl,Moderate,Temperate,Mediterranean,Sweet
32,Irregular,Light,Tropical,,Sweet
35,Night Owl,Heavy,Cold,Mediterranean,Sour
49,Early Bird,Heavy,Dry,,Salty
,Night Owl,Heavy,Cold,Mixed,Sweet
37,Irregular,Moderate,Dry,Mediterranean,Salty
,Early Bird,Heavy,Dry,Mixed,Salty
32,Night Owl,Heavy,Tropical,Asian,Sweet
65,,,Tropical,Asian,Sweet
,Night Owl,Heavy,Cold,Mediterranean,Sweet
38,Irregular,,Temperate,Mediterranean,Salty
,Irregular,Heavy,Tropical,Mixed,Sour
,Early Bird,Moderate,Dry,Mixed,Salty
,,Heavy,Cold,Asian,Sour
31,Early Bird,Heavy,Cold,Asian,Sour
54,Night Owl,Heavy,Temperate,Mediterranean,Sour
38,Irregular,Moderate,Cold,Mediterranean,Salty
35,Early Bird,Light,Tropical,Mixed,Sweet
22,Early Bird,Moderate,Dry,Mediterranean,Sour
,Early Bird,Light,Cold,Mixed,Sweet
40,Night Owl,Moderate,Cold,Asian,Sweet
43,Early Bird,Heavy,Dry,Asian,Sour
54,Early Bird,Heavy,Cold,Mediterranean,Salty
41,Night Owl,Light,Cold,Mixed,Sweet
66,Night Owl,Light,Temperate,Mediterranean,Sweet
36,Early Bird,Moderate,Tropical,Mediterranean,Sour
68,Early Bird,Moderate,Cold,Mixed,Salty
42,Night Owl,Light,Tropical,Mediterranean,Sweet
38,Irregular,Light,Temperate,Mixed,Sour
29,Night Owl,Moderate,Tropical,Mixed,Sweet
,Irregular,Light,Temperate,,Sour
50,Early Bird,Light,Tropical,Mixed,Sweet
67,Early Bird,Light,Tropical,Asian,Sweet
21,Irregular,Light,Cold,Asian,Sweet
59,Night Owl,Heavy,Tropical,Asian,Sweet
24,Early Bird,Heavy,Cold,Asian,Sweet
39,Irregular,Light,Cold,Mediterranean,Sour
50,Night Owl,Moderate,,,Sweet
34,Irregular,Heavy,Cold,Asian,Sour
41,Night Owl,,Tropical,Asian,Sweet
51,Night Owl,,Dry,Asian,Sweet
45,,Heavy,Cold,Mediterranean,Sour
60,Night Owl,Moderate,Dry,Asian,Sweet
58,Irregular,Moderate,Dry,Mixed,Salty
56,Irregular,Light,Cold,Mixed,Sour
39,Irregular,Light,,Mediterranean,Sour
66,Irregular,Light,Temperate,Mediterranean,Sour
34,Irregular,Heavy,,Mediterranean,Salty
51,Night Owl,Light,Dry,Asian,Sweet
23,Early Bird,Moderate,Tropical,Mediterranean,Sweet
,Early Bird,Moderate,Dry,Asian,Sour
23,Irregular,Moderate,Cold,Mediterranean,Sour
51,Irregular,Moderate,Temperate,Mixed,Salty
18,Early Bird,Moderate,Temperate,Mixed,Sour
27,Night Owl,,Temperate,Asian,Sweet
38,Irregular,Moderate,Cold,,Salty
22,Night Owl,Heavy,Tropical,Mixed,Sweet
19,,Moderate,Cold,Asian,Sweet
39,Early Bird,Heavy,Cold,Mixed,Salty
,Irregular,Heavy,,Mediterranean,Salty
19,Night Owl,Moderate,Cold,Asian,Sweet
27,Irregular,Moderate,Dry,Mixed,Sour
51,Early Bird,Moderate,Cold,Mediterranean,Salty
,Night Owl,Moderate,Temperate,Asian,Sweet
65,Irregular,Light,Temperate,Mixed,Sour
68,Irregular,Light,Cold,Mixed,Sour
56,Irregular,Heavy,Dry,Asian,Sour
39,Early Bird,Heavy,Dry,Mediterranean,Salty
29,Irregular,Light,Temperate,Asian,Sweet
,Night Owl,Heavy,Dry,Mixed,Sour
64,Irregular,Moderate,Dry,Mixed,Salty
57,Early Bird,Heavy,Tropical,Mixed,Sour
55,Irregular,Heavy,Tropical,Mediterranean,Sour
27,Early Bird,Heavy,Dry,Mixed,Sour
52,Early Bird,Light,Dry,Mixed,Sour
68,Night Owl,Light,Tropical,Asian,Spicy
66,,Heavy,Tropical,Mixed,Sweet
49,Irregular,Moderate,Tropical,Asian,Sweet
24,Early Bird,Heavy,Temperate,Mixed,Sour
38,,Light,Temperate,Asian,Sweet
37,Night Owl,Moderate,Tropical,,Sweet
43,Night Owl,,Tropical,Asian,Sweet
21,Irregular,Light,Tropical,Asian,Spicy
63,Early Bird,Moderate,Temperate,Mediterranean,Salty
69,Night Owl,Heavy,Temperate,Mixed,Sour
39,Irregular,Light,Dry,Mediterranean,Sour
32,,Moderate,Cold,Mixed,Salty
57,Early Bird,,Dry,Asian,Sour
38,Night Owl,Moderate,Cold,Mixed,Sour
32,Irregular,Moderate,Cold,Asian,Sour
39,Night Owl,Moderate,Cold,Mixed,Sour
,Irregular,Light,Dry,Asian,Sweet
45,Early Bird,Heavy,Temperate,Mixed,Salty
31,Irregular,Moderate,Temperate,Mixed,Salty
44,Irregular,Moderate,Temperate,Mixed,Salty
,Irregular,Moderate,Temperate,Asian,Sour
57,Irregular,Light,,Mixed,Sour
45,Irregular,Moderate,Tropical,Asian,Sweet
43,Night Owl,Light,Cold,Mediterranean,Sweet
66,Irregular,Light,Temperate,Mixed,Sour
,Irregular,Moderate,Temperate,Asian,Sweet
42,Early Bird,Moderate,Dry,Asian,Sour
20,Irregular,,Cold,Asian,Sweet
25,Early Bird,Light,Temperate,Mediterranean,Sweet
61,Night Owl,Moderate,Tropical,Asian,Sweet
50,Night Owl,Light,Temperate,Mediterranean,Sweet
,Irregular,Light,,Mediterranean,Sour
69,Night Owl,Moderate,Tropical,Asian,Sweet
52,Irregular,Moderate,Dry,Mixed,Salty
23,Night Owl,Heavy,Tropical,Mediterranean,Sweet
56,Irregular,Moderate,Cold,Asian,Sour
69,Irregular,Moderate,Cold,Mediterranean,Salty
40,Early Bird,Moderate,Tropical,Asian,Sweet
,Early Bird,Heavy,Temperate,Asian,Sour
67,Early Bird,Light,Cold,Mediterranean,Sour
60,,Moderate,Tropical,Asian,Sweet
36,Irregular,Moderate,Cold,Mediterranean,Salty
22,Night Owl,Heavy,Temperate,Asian,Sweet
68,Irregular,Heavy,Temperate,,Salty
28,Early Bird,,Tropical,Mixed,Sweet
29,Early Bird,Light,Dry,Mediterranean,Sweet
27,Night Owl,Heavy,Dry,Mediterranean,Sweet
25,Early Bird,Light,Temperate,Mediterranean,Sweet
41,Irregular,Moderate,Dry,,Salty
45,Irregular,Moderate,Temperate,Mixed,Salty
58,Irregular,Moderate,Dry,Mediterranean,Salty
53,Irregular,,Temperate,Asian,Sour
54,Irregular,Moderate,Cold,Asian,Sour
38,Night Owl,Heavy,Tropical,Mediterranean,Sweet
25,Irregular,Light,Tropical,Asian,Spicy
26,Early Bird,Moderate,Dry,Mediterranean,Sour
64,,Light,Tropical,Asian,Sweet
32,Early Bird,Heavy,Dry,Asian,Sour
65,Early Bird,,Temperate,Mediterranean,Salty
63,Night Owl,Moderate,,Mediterranean,Sour
57,Early Bird,Moderate,Tropical,Mixed,Sour
35,Night Owl,,Cold,Mediterranean,Sour
59,Early Bird,Moderate,Tropical,Mixed,Sour
37,Night Owl,Moderate,Temperate,Mediterranean,Sour
23,Night Owl,Light,Tropical,Asian,Spicy
,Night Owl,Heavy,Tropical,Mixed,Sweet
19,Early Bird,Light,Temperate,Asian,Sweet
,Night Owl,Moderate,Dry,Mediterranean,Sweet
33,Irregular,Light,Dry,,Sour
20,,Heavy,Temperate,Mediterranean,Sour
62,Early Bird,Light,Dry,Mediterranean,Sour
20,,Light,Tropical,Mixed,Sweet
44,,Moderate,Cold,Mixed,Salty
67,Irregular,Heavy,Temperate,Mediterranean,Salty
60,Early Bird,Moderate,Tropical,Asian,Sweet
57,Early Bird,Moderate,Temperate,Mixed,Salty
55,Irregular,Heavy,Cold,Asian,Sour
50,Early Bird,Light,Tropical,Mediterranean,Sweet
45,Night Owl,Moderate,Tropical,Mixed,Sweet
18,Irregular,Light,Cold,Mixed,Sweet
25,Early Bird,Heavy,Cold,Mixed,Sour
54,Early Bird,Moderate,Dry,Asian,Sour
49,Irregular,Light,Tropical,Mediterranean,Sweet
65,Early Bird,Light,Cold,,Sour
